"Name","Address","Bedroom","Bathroom","Total_area","Price","Phone"
"JUAL MURAH! 2BEDROOM FURNISH SHM ATAS MALL BASSURA","Tebet, Jakarta Selatan",2,"1","34 m²"," 740,000,000","+6281321314443"
"Jual Murah 2bedroom Unfurnish Hook Primary atas mall Bassura","Tebet, Jakarta Selatan",2,"1","39 m²"," 450,000,000","+6281328887506"
"Termurah! Jual unit 1bedroom Unfurnished Bassura City","Tebet, Jakarta Selatan",1,"1","29 m²"," 350,000,000","+6281324529799"
"Apartemen Dijual Puri Park View,Full Furnish,Luas 35 Meter,Kode :18334","Kembangan, Jakarta Barat",2,"1","35 m²"," 500,000,000","+6281216907892"
"apartemen siap huni Tanpa DP di JKT barat","Kota, Jakarta Barat",1,"1","25 m²"," 600,000,000","+6281314932540"
"apartemen siap huni di jakarta barat","Pantai Indah Kapuk, Jakarta Utara",1,"1","25 m²"," 600,000,000","+6281316017738"
"Bayat 15 JT  siap akad DP 0%","Kota, Jakarta Barat",1,"1","25 m²"," 698,400,000","+6281317325185"
"Apartemen siap huni di jakarta barat tanpa DP","Pasar Baru, Jakarta Pusat",1,"1","25 m²"," 600,000,000","+6281314814228"
"apartemen di lokasi strategis","Cawang, Jakarta Timur",1,"1","31 m²"," 685,000,000","+6281112726836"
"Apartemen premium di jakarta siap huni","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 786,000,000","+6282157240518"
"DI JUAL APARTEMEN GREEN PRAMUKA CITY TYPE STUDIO MURAH MERIAH","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 320,000,000","+6282151582547"
"DIJUAL MURAH 2BEDROOM SEMI FURNISH ATAS MALL BASSURA","Jatinegara, Jakarta Timur",2,"1","48 m²"," 410,000,000","+6281321702265"
"Apartemen Dijual Aston Marina Ancol, Luas 45 Meter, Kode :18072 Ha/Jm","Ancol, Jakarta Utara",1,"1","45 m²"," 450,000,000","+6281219586682"
"Taman Anggrek Residences","Jakarta Barat",2,"1","99 m²"," 2,310,000,000","+6281215575342"
"Langham Residence, 3+1 Br, 351 Sqm, Brand New, Only IDR 33Bio, Direct owner,","Kebon Baru, Jakarta Selatan",5,"5","351 m²"," 33,000,000,000","+6281744085532"
"Senopati Suites, 2 BR, 131 Sqm, Best Price, Direct Owner","Kebon Baru, Jakarta Selatan",4,"3","131 m²"," 5,800,000,000","+6281740676994"
"Pakubuwono Signature CHEAPEST 4+1 Br, 385 Sqm,  Perfect for Investor,","Kebayoran Baru, Jakarta Selatan",4,"5","385 m²"," 20,000,000,000","+6281747001602"
"Senopati Suites at SCBD For Sale 3 Br, 298 Sqm, Best View, Direct Owner- YANI LI","Kebon Baru, Jakarta Selatan",3,"4","298 m²"," 12,500,000,000","+6281746383355"
"Senopati Suites, 2 BR, 131 Sqm, Best Price, Direct Owner - YANI LIM","Kebayoran Baru, Jakarta Selatan",4,"3","131 m²"," 5,800,000,000","+6281745464379"
"Pakubuwono Menteng Termurah  3 BR, 260 Sqm Direct Owner - YANI LIM","Menteng, Jakarta Pusat",3,"2","260 m²"," 15,800,000,000","+6281744287388"
"Botanica For Sale, Brand New, 3+1 Br, 288 sqm, YANI LIM","Kebayoran Lama, Jakarta Selatan",3,"3","288 m²"," 15,000,000,000","+6281744482123"
"Capital Residence at SCBD, 3 BR, 170 Sqm, well maintained unit, Direct Owner, Ge","Kebayoran Baru, Jakarta Selatan",4,"4","170 m²"," 9,000,000,000","+6281748135235"
"Fifty Seven Promenade For Sale, 1 Br, 82 Sqm, Limited unit - YANI LIM","Tanah Abang, Jakarta Pusat",1,"1","82 m²"," 5,500,000,000","+6281740298502"
"DIJUAL APARTEMEN WOODLAND PARK RESIDENCE - KALIBATA","Pancoran, Jakarta Selatan",2,"1","55 m²"," 1,350,000,000","+6281111332688"
"DIJUAL CEPAT MURAH APARTEMEN WOODLAND PARK RESIDENCE, KALIBATA","Pancoran, Jakarta Selatan",2,"2","55 m²"," 1,350,000,000","+6281111798400"
"apartemen siap huni di jakarta barat  tanpa DP","Jakarta Pusat",1,"1","28 m²"," 747,100,000","+6281319272150"
"Di jual super murah aperemen di pusat kota jakarta, tower atas mall","Cempaka Putih, Jakarta Pusat",2,"1","34 m²"," 535,000,000","+6282151295129"
"Di jual apartemen Green Pramuka sutdio fully furnish","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 380,000,000","+6282156362220"
"Apartemen The Oak Tower","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 786,000,000","+6282155454108"
"DI JUAL APARTEMEN GREEN PRAMUKA CITY SUPER MURAH","Cempaka Putih, Jakarta Pusat",2,"1","34 m²"," 550,000,000","+6282159002424"
"Apartemen murah di tengah kota Jakarta","Kelapa Gading, Jakarta Utara",2,"1","42 m²"," 700,000,000","+6282158967956"
"Jual Butuh 2bedroom primary Unfurnish Bassura City","Jatinegara, Jakarta Timur",2,"1","39 m²"," 450,000,000","+6281321945187"
"JUAL RUGI 3BEDROOM FURNISHED MODIFIED BASSURA CITY","Tebet, Jakarta Selatan",2,"1","48 m²"," 850,000,000","+6281326700452"
"Jual Rugi 2Bedroom Semi Furnished Atas Mall Bassura City","Tebet, Jakarta Selatan",2,"1","34 m²"," 410,000,000","+6281321802722"
"Dijual Murah 2bedroom Semi Furnish Atas Mall Bassura","Tebet, Jakarta Selatan",2,"1","34 m²"," 410,000,000","+6281321431809"
"BF 15  JT  Tampa DP langsung proses KPR","Kota, Jakarta Barat",2,"1","54 m²"," 1,276,655,000","+6281311288128"
"Apartemen Danmogot city tanpa BI cek","Puri Indah, Jakarta Barat",1,"1","25 m²"," 600,000,000","+6281311502016"
"Dijual Studio Apartment Taman Anggrek Residence Lt.33","Jakarta Barat",1,"1","26 m²"," 1,000,000,000","+6281310128600"
"Apartemen Dijual/Disewa Springhill Terrace,Luas 99 Meter,Kode :18077","Kemayoran, Jakarta Pusat",2,"2","99 m²"," 1,700,000,000","+6281213274062"
"Apartemen Pluit Sea View Studio Room Tower Belise Lt11 Hadap Laut","Pluit, Jakarta Utara",1,"1","24 m²"," 380,000,000","+6289997075234"
"JUAL CEPAT APARTEMEN KELAPA GADING FULL FURNISH SERTIFIKAT HAK MILIK","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 250,000,000","+6287770470993"
"1 Unit Apartment Kemang Village Residence","Mampang Prapatan, Jakarta Selatan",1,"1","43 m²"," 1,700,000,000","+6262813106813"
"Pakubuwono Spring CHEAPEST 2 BR, 170 Sqm, Furnished, Direct Owner -","Kebayoran Lama, Jakarta Selatan",2,"2","170 m²"," 7,800,000,000","+6281743213007"
"Pakubuwono Signature Dijual, 4+1 Br, 385 Sqm,  High Floor, Best View","Kebayoran Baru, Jakarta Selatan",4,"3","385 m²"," 23,000,000,000","+6281740119969"
"Apartemen Holland Village, 4 Br, 150 Sqm For Sale Very Cheap","Cempaka Putih, Jakarta Pusat",4,"4","150 m²"," 4,400,000,000","+6281749071760"
"Pakubuwono Menteng TERMURAH, Brand New, 3 BR, 260 Sqm, Direct Owner - YANI LIM 0","Menteng, Jakarta Pusat",4,"3","260 m²"," 15,800,000,000","+6281741530693"
"Anandamaya Residence, 2 br, 131 Sqm, Perfect for Investor, Get refund From Renta","Tanah Abang, Jakarta Pusat",3,"3","131 m²"," 7,750,000,000","+6281749945721"
"Apartemen Jakarta Selatan","Tanjung Barat, Jakarta Selatan",1,"1","31 m²"," 1,060,400,000","+6282115902260"
"apartemen siap huni di jakarta barat","Duri Kosambi, Jakarta Barat",1,"1","25 m²"," 600,000,000","+6281315662780"
"Dijual 2BR Apartemen Taman Anggrek 88M2","Jakarta Barat",2,"1","88 m²"," 1,600,000,000","+6287871108968"
"Dijual apartemen Puri Orchard tipe 2BR NEGO SAMPA DEAL","Rawa Buaya, Jakarta Barat",2,"1","50 m²"," 900,000,000","+6287772545841"
"JUAL MURAH BASSURA CITY 2BEDROOM FURNISHED LANTAI RENDAH","Tebet, Jakarta Selatan",2,"1","34 m²"," 490,000,000","+6281326298728"
"Jual murah 2bedroom unfurnished atas mall bassura","SetiaBudi, Jakarta Selatan",2,"1","39 m²"," 440,000,000","+6281327634028"
"Jual murah 2bedroom furnish lantai rendah bassura city","SetiaBudi, Jakarta Selatan",2,"1","34 m²"," 490,000,000","+6281328751190"
"Jual Rugi 2bedroom furnish bassura city AJB","Jatinegara, Jakarta Timur",2,"1","34 m²"," 500,000,000","+6281322603031"
"Jual Rugi 3bedroom Furnished SHM Bassura city","Tebet, Jakarta Selatan",3,"1","48 m²"," 670,000,000","+6281327844244"
"Jual Butuh 2bedroom Unfurnish Bassura City Connect to Mall","Tebet, Jakarta Selatan",2,"1","34 m²"," 500,000,000","+6281327695073"
"Pakubuwono Spring For Sale, 2 Br, 170 Sqm, Well Maintained unit, Direct Owner -","Kebayoran Lama, Jakarta Selatan",2,"2","170 m²"," 7,900,000,000","+6281748217594"
"Regent Residence at mangkuluhur city, Limited unit, 2 br, 168 sqm, Furnished","Gatot Subroto, Jakarta Selatan",2,"2","168 m²"," 9,900,000,000","+6281746808507"
"Pakubuwono View For Sale, 2 Br, 153 Sqm, Below Market Price, Direct Owner - YANI","Kebayoran Lama, Jakarta Selatan",2,"2","153 m²"," 4,800,000,000","+6281746353649"
"Botanica 3 Br, 225 Sqm, Renovated, Nice Interior Design, BY INHOUSE BOTANICA, Di","Kebayoran Lama, Jakarta Selatan",3,"3","225 m²"," 10,000,000,000","+6281748075914"
"Senopati  Suites at SCBD, 3 Br, 196 Sqm, High Ceiling, Luxury Interior, By ONSIT","Kebayoran Baru, Jakarta Selatan",4,"4","196 m²"," 10,500,000,000","+6281745305489"
"Di jual apartemen di Jakrata pusat murah full furnish","Cempaka Putih, Jakarta Pusat",2,"1","34 m²"," 535,000,000","+6282158747583"
"Dijual murah apartemen Green pramuka city type Studio","Cempaka Putih, Jakarta Pusat",1,"1","21 m²"," 320,000,000","+6282159726481"
"CONDOTEL TERMURAH LOKASI ANCOL VIEW CITY FURNISH SIAP DISEWAKAN","Ancol, Jakarta Utara",1,"1","45 m²"," 390,000,000","+6287774017514"
"DIJUAL SUNTER PARK VIEW 2 KAMAR HOOK FULL FURNISH SERTIFIKAT","Tanjung Priok, Jakarta Utara",2,"1","36 m²"," 465,000,000","+6287773804530"
"APARTEMEN 2 KAMAR KELAPA GADING FULL FURNISH SIAP HUNI ATAU DISEWAKAN","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 290,000,000","+6287778295450"
"Jual Murah 2bedroom Furnish Lantai Rendah Bassura city","Jatinegara, Jakarta Timur",2,"1","34 m²"," 490,000,000","+6281321069461"
"Apartemen Bassura City,Jakarta Timur,Strategis,Jual Rugi Murah Banget,Beli Yuk","Jatinegara, Jakarta Timur",2,"1","34 m²"," 475,000,000","+6285897043358"
"Apartemen paling laris di Jakarta barat","Puri Indah, Jakarta Barat",2,"1","65 m²"," 800,000,000","+6281908859276"
"Green Park View JUAL  PRIMARY 2BR Twr F (FLAMBOYAN) masih ada 10 UNIT","Cengkareng, Jakarta Barat",2,"1","34 m²"," 255,000,000","+6281586008254"
"Jual BU Cepat Apartemen Green Sedayu Tipe 1 Bedroom FULL FU","Cengkareng Barat, Jakarta Barat",1,"1","38 m²"," 990,000,000","+6289980370723"
"Dijual Apartment Menteng Park","Menteng, Jakarta Pusat",1,"1","28 m²"," 1,200,000,000","+6285260716419"
"Dijual Apartment The Mansion Kemang 2806 North Tower","Mampang Prapatan, Jakarta Selatan",2,"2","146 m²"," 3,700,000,000","+6285266816773"
"Dijual Apartment Residence 8 Senopati","Kebayoran Baru, Jakarta Selatan",2,"2","133 m²"," 5,200,000,000","+6285264190899"
"Pakubuwono View","Kebayoran Baru, Jakarta Selatan",2,"2","153 m²"," 4,600,000,000","+6281860848029"
"Pakubuwono Residence","Kebayoran Baru, Jakarta Selatan",2,"2","177 m²"," 6,200,000,000","+6281861054894"
"Pakubuwono Residence","Kebayoran Baru, Jakarta Selatan",4,"4","536 m²"," 30,000,000,000","+6281864514216"
"Dijual Apartemen The Elements , 2BR+ Siap Huni, City View Kuningan Road","Kuningan, Jakarta Selatan",2,"2","96 m²"," 4,000,000,000","+6282121857828"
"Dijual Apartemen Signature Park Grande Apartment","Kramat Jati, Jakarta Timur",2,"1","44 m²"," 1,100,000,000","+6285698761065"
"Dijual apartment type studio","Daan Mogot, Jakarta Barat",1,"1","24 m²"," 200,000,000","+6281212460788"
"Apartment Menteng Park. Jl. Cikini","Jakarta Pusat",1,"1","32 m²"," 1,380,000,000","Contact0024866"
"Apartment Jakarta Residence.","Jakarta Pusat",2,"2","79 m²"," 2,300,000,000","Contact7060026"
"Apartemen Residence 8 Senopati","Kebayoran Baru, Jakarta Selatan",4,"3","255 m²"," 11,500,000,000","+6281861948297"
"DIJUAL Ancol Mansion 66m2 (Furnish-Hadap City)","Ancol, Jakarta Utara",1,"1","66 m²"," 999,000,000","+6281611302763"
"Pakubuwono House","Kebayoran Baru, Jakarta Selatan",3,"2","189 m²"," 6,000,000,000","+6281868574120"
"Pakubuwono View","Kebayoran Baru, Jakarta Selatan",2,"2","153 m²"," 4,500,000,000","+6281863102964"
"Pakubuwono Spring","Kebayoran Baru, Jakarta Selatan",2,"2","170 m²"," 8,200,000,000","+6281865697991"
"Di Jual Apartement Cosmopolitan tower  Kemang Village Jakarta selatan","Kemang, Jakarta Selatan",2,"1","142 m²"," 4,500,000,000","+6281246110446"
"Dijual Apartment Capital Residence","Kebayoran Baru, Jakarta Selatan",2,"2","150 m²"," 7,900,000,000","+6285265862727"
"dijual apartemen ready 2kamar","Puri Indah, Jakarta Barat",2,"1","62 m²"," 960,000,000","+6281904359150"
"DIJUAL APT Royale Springhill 165m2 (Private Lift-Modern LUX)","Kemayoran, Jakarta Pusat",2,"2","165 m²"," 2,900,000,000","+6281617112530"
"DIJUAL APT Royale Springhill 165m2 (Private Lift)","Kemayoran, Jakarta Pusat",2,"2","165 m²"," 2,680,000,000","+6281619768814"
"dijual apartemen ready Jakarta barat","Puri Indah, Jakarta Barat",1,"1","30 m²"," 579,000,000","+6281904045818"
"Jual BU Cepat Apartemen Green Sedayu Tipe Studio FULL FURNISHED","Cengkareng Barat, Jakarta Barat",1,"1","28 m²"," 760,000,000","+6289983020847"
"Apartemen The Elements Kuningan Jakarta Selatan 2br , murah mewah nyaman terbaik","Kuningan Barat, Jakarta Selatan",2,"2","96 m²"," 3,877,000,000","+6282121889003"
"Dijual Apartemen Cantik The Mansion Kemayoran","Jakarta Utara",2,"1","76 m²"," 1,400,000,000","+6281779287428"
"Apartmen Taman Rasuna, 3br, siap huni, view podium","Kuningan, Jakarta Selatan",4,"2","90 m²"," 1,550,000,000","+6281903887094"
"Apartemen The Peak Setiabudi","Jakarta Selatan",3,"2","135 m²"," 3,800,000,000","+6281864779818"
"dijual apartemen ready full furnished","Puri Indah, Jakarta Barat",1,"1","30 m²"," 579,000,000","+6281904194381"
"Dijual Apartment Menteng Park","Menteng, Jakarta Pusat",1,"1","40 m²"," 2,000,000,000","+6285266789311"
"Apartemen Signature Park Grande","MT Haryono, Jakarta Selatan",2,"1","49 m²"," 1,600,000,000","+6289890868203"
"Pakubuwono Spring","Kebayoran Lama, Jakarta Selatan",2,"2","170 m²"," 7,800,000,000","+6281863457794"
"Pakubuwono Menteng","Menteng, Jakarta Pusat",3,"3","260 m²"," 16,500,000,000","+6281860735826"
"DIJUAL Ancol Mansion 50m2 (Furnish-Hadap Kota)","Ancol, Jakarta Utara",1,"1","50 m²"," 700,000,000","+6281617486935"
"DIJUAL Ancol Mansion 122m2 (Hadap KolamRenang + Laut)","Ancol, Jakarta Utara",2,"2","122 m²"," 1,900,000,000","+6281614822460"
"Dijual Apartemen Pantai Mutiara view Laut","Pluit, Jakarta Utara",3,"2","111 m²"," 2,500,000,000","+6281588774518"
"Dijual Apartment Menteng Park","Menteng, Jakarta Pusat",1,"1","33 m²"," 1,300,000,000","+6285268524377"
"Dijual Apartment Menteng Park","Menteng, Jakarta Pusat",1,"1","33 m²"," 1,250,000,000","+6285266534967"
"Dijual Apartment Menteng Park Tower Diamond","Menteng, Jakarta Pusat",1,"1","32 m²"," 985,000,000","+6285262274532"
"dijual Apartemen tanpa dp","Puri Indah, Jakarta Barat",1,"1","32 m²"," 490,500,000","+6281908817583"
"APARTEMEN ASPENA HANYA 1JT FREE FURNISH","Cengkareng, Jakarta Barat",1,"1","24 m²"," 400,000,000","+6285176391739"
"DIJUAL HANYA 1JT DAPET APARTEMEN FULL FURNISH","Daan Mogot, Jakarta Barat",1,"1","24 m²"," 400,000,000","+6285172391270"
"Dijual Apartment The Mansion at Kemang","Mampang Prapatan, Jakarta Selatan",2,"2","146 m²"," 3,600,000,000","+6285269814507"
"Dijual Apartemen Green Pramuka Jakarta Pusat","Cempaka Putih, Jakarta Pusat",1,"1","23 m²"," 350,000,000","+6281875877737"
"3B Apartemen Menara Marina Kondominium","Pluit, Jakarta Utara",3,"2","120 m²"," 2,500,000,000","+6281583722225"
"Pakubuwono Signature","Kebayoran Baru, Jakarta Selatan",4,"4","385 m²"," 22,500,000,000","+6281861375661"
"di jual 2 kamar apartemen green bay","Pluit, Jakarta Utara",2,"1","37 m²"," 420,000,000","+6282212825711"
"Dijual/Disewakan Apartemen Grand Madison","Tanjung Duren, Jakarta Barat",2,"2","78 m²"," 3,300,000,000","+6281315810377"
"Dijual Apartment The Mansion at Kemang","Mampang Prapatan, Jakarta Selatan",1,"1","60 m²"," 1,950,000,000","+6285267855798"
"Dijual Apartemen The Elements 3 BR+ Private Lift Luas Nyaman Mewah di Kuningan","Kuningan, Jakarta Selatan",3,"3","186 m²"," 6,850,000,000","+6282129544571"
"Dijual Apartment Tipe Studio Full furnished di HR Ressidences Cawang","Cawang, Jakarta Timur",1,"1","37 m²"," 700,000,000","+6281314182865"
"Dijual Apartemen The Elements, 2br+, mewah dan nyaman , siap huni, siap move on,","Kuningan, Jakarta Selatan",2,"2","96 m²"," 4,000,000,000","+6282126132543"
"Pakubuwono Menteng","Menteng, Jakarta Pusat",3,"3","260 m²"," 18,500,000,000","+6281864297629"
"Dijual Apartemen City Resort","Cengkareng, Jakarta Barat",2,"1","42 m²"," 410,000,000","+6287889888355"
"Apartemen Marbella Kemang Residence 2 Bedroom","Kemang, Jakarta Selatan",2,"2","54 m²"," 1,300,000,000","+6285687211872"
"Pakubuwono Menteng","Menteng, Jakarta Pusat",3,"3","260 m²"," 17,500,000,000","+6281867287101"
"Apartemen Signature Park","Cawang, Jakarta Timur",1,"1","38 m²"," 1,100,000,000","+6281865342572"
"GREEN PARK VIEW TOWER G  2BR dan STUDIO DISKON SPEKTAKULER","Daan Mogot, Jakarta Barat",1,"1","24 m²"," 250,000,000","+6281589856126"
"Apartemen The Elements, Rasuna Kuningan, Jakarta Selatan, mewah dan siap huni","Kuningan, Jakarta Selatan",3,"3","186 m²"," 7,000,000,000","+6282125591316"
"Dgn 5 jt bisa punya Apartemen Siap huni di Bintaro,furnish,Bonus motor","Bintaro, Jakarta Selatan",2,"1","36 m²"," 779,000,000","+6282110219294"
"Apartemen Springhill Royale Suite Kemayoran View Golf Dekat Toll DP 0%","Kemayoran, Jakarta Pusat",3,"3","185 m²"," 1,000,000,000","+6281389987865"
"Apartemen dengan Best View Laut dan City - Menara Marina Kondominium","Pluit, Jakarta Utara",5,"4","238 m²"," 5,200,000,000","+6281581806482"
"Apartemen full furnished siap huni Jakarta barat","Puri Indah, Jakarta Barat",2,"1","62 m²"," 800,000,000","+6281903454407"
"Dijual Apartment Murah Full Furnished Lokasi Strategis Cawang","Cawang, Jakarta Timur",1,"1","37 m²"," 700,000,000","+6281316510765"
"Dijual Studio Apartmen Full Furnished Aparmen Signature Park Grande","Cawang, Jakarta Timur",1,"1","39 m²"," 750,000,000","+6281319723474"
"Dijual Lunas Apartmen 2BR Murah Sudah fully Furnished Lokasi Strategis","Kramat Jati, Jakarta Timur",2,"1","49 m²"," 1,050,000,000","+6281316408119"
"Rp. 5 juta sudah bisa beli Apartemen di Jakarta, fully furnish","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 786,978,000","+6282114197928"
"Dijual Apartment Residence 8 Senopati","Kebayoran Baru, Jakarta Selatan",2,"2","133 m²"," 5,800,000,000","+6285269311128"
"Apartemen Callia Type 1 Bedroom","Pulo Gadung, Jakarta Timur",1,"1","43 m²"," 650,000,000","+6281192164106"
"Dijual apartemen bassura city siap huni baru","Jatinegara, Jakarta Timur",2,"1","48 m²"," 965,000,000","+6282131946817"
"Apartemen Laguna Hook Dijual BARU RENOVASI FULL","Penjaringan, Jakarta Utara",2,"1","36 m²"," 205,000,000","+6281286822910"
"Apartement Ciputra world 1","SetiaBudi, Jakarta Selatan",1,"1","140 m²"," 6,000,000,000","+6281704673807"
"Dijual Apartemen Royal Mediterania Tower Marigold Furnished Lantai Ren","Grogol Petamburan, Jakarta Barat",2,"1","60 m²"," 1,550,000,000","+6281923502160"
"Penthouse Apartemen Botanica Murah","Jakarta Selatan",4,"4","379 m²"," 19,000,000,000","+6287878464576"
"Apartemen Dijual di Jakarta Utara","Kelapa Gading, Jakarta Utara",2,"3","105 m²"," 1,800,000,000","+6288221413997"
"Jual Apartemen Boutique Kemayoran. Luas 50m2 lantai 18. View city.","Gunung Sahari Selatan, Jakarta Pusat",2,"1","50 m²"," 780,000,000","+6281229601336"
"Apartmen San Francisco, Ciputra International, Rawa Buaya, Jakarta Barat","Rawa Buaya, Jakarta Barat",2,"1","79 m²"," 2,900,000,000","+6281119470611"
"Dijual Apartemen Taman Rasuna 3BR View Aston by Prasetyo Property","SetiaBudi, Jakarta Selatan",3,"2","90 m²"," 1,450,000,000","+6281115160604"
"Dijual/disewa Condominium Taman Anggrek Residences","Jakarta Barat",3,"4","99 m²"," 4,100,000,000","+6287752125558"
"Flamboyan Hot Jual type 2br lt.12 Apartemen Bassura City-NEGO","Cipinang, Jakarta Timur",2,"1","34 m²"," 438,900,000","+6281855952346"
"FOR SALE APARTMENT GADING MEDITERANIA RESIDENCE - Tower Casa Catelina","Kelapa Gading, Jakarta Utara",2,"1","36 m²"," 600,000,000","+6281613247111"
"Dijual Apartemen Essence, Kebayorang Baru, Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",2,"2","134 m²"," 5,200,000,000","+6281280636542"
"Apartment Tamansari Semanggi Setiabudi Jakarta selatan Tipe 1BR, Furni","SetiaBudi, Jakarta Selatan",1,"1","48 m²"," 1,150,000,000","+6281318770364"
"Strategis Apartemen Bassura City Type Studio Tower Flamboyan","Cipinang, Jakarta Timur",1,"1","21 m²"," 325,999,999","+6281855347144"
"The Mansion Jasmine Luas 62 Full Furnished Lantai Tinggi","Kemayoran, Jakarta Pusat",2,"1","62 m²"," 875,000,000","+6281293620934"
"Apartemen Green Lake Sunter size 18m2 type studio, Sunter Agung Jakarta Utara","Sunter Agung, Jakarta Utara",1,"1","18 m²"," 280,000,000","+6281314499556"
"Dijual Apartment Ancol Mansion 66m 1 BR Full Furnished","Ancol, Jakarta Utara",1,"1","66 m²"," 1,200,000,000","+6285881483042"
"JUAL Apartemen Casa Grande Residence,Furnish 2BR cozy 2,950M","Jakarta Selatan",2,"2","76 m²"," 2,950,000,000","+6282292700125"
"Brand New Apartemen Promo 24x Flat Installment Verde Two Kuningan Dijual Murah","Kuningan, Jakarta Selatan",3,"3","230 m²"," 12,200,000,000","+6281761303198"
"Dijual Apartemen The Peak 3BR Furnish Luas 158m2 Lokasi Strategis","Kuningan, Jakarta Selatan",3,"2","158 m²"," 4,700,000,000","+6281119694852"
"PROMO 2BR DP 0% Ready Stock Bintaro Park View Apartment - Prestigious Living","Bintaro, Jakarta Selatan",2,"1","36 m²"," 700,000,000","+6285699875786"
